indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
Adolescent immunizations,2018,27011,Big Stone,Adolescent (19 year old),MenB initiation,6.8,73,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (13 year old),HPV series completion,27.5,69,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (13 year old),HPV series initiation,56.5,69,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (13 year old),MenACWY,75.4,69,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (13 year old),Tdap,75.4,69,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (13 year old),Three vaccine series,27.5,69,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (19 year old),MenACWY booster,60,60,null,null,null,null
Adolescent immunizations,2019,27011,Big Stone,Adolescent (19 year old),MenB initiation,15,60,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (13 year old),HPV series completion,40.7,81,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (13 year old),HPV series initiation,71.6,81,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (13 year old),MenACWY,87.7,81,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (13 year old),Tdap,87.7,81,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (13 year old),Three vaccine series,40.7,81,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (19 year old),MenACWY booster,71.4,63,null,null,null,null
Adolescent immunizations,2020,27011,Big Stone,Adolescent (19 year old),MenB initiation,44.4,63,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (13 year old),HPV series completion,32.4,71,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (13 year old),HPV series initiation,56.3,71,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (13 year old),MenACWY,70.4,71,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (13 year old),Tdap,69,71,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (13 year old),Three vaccine series,29.6,71,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (19 year old),MenACWY booster,74.3,70,null,null,null,null
Adolescent immunizations,2021,27011,Big Stone,Adolescent (19 year old),MenB initiation,52.9,70,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (13 year old),HPV series completion,40.7,59,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (13 year old),HPV series initiation,59.3,59,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (13 year old),MenACWY,83.1,59,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (13 year old),Tdap,79.7,59,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (13 year old),Three vaccine series,39,59,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (19 year old),MenACWY booster,72.1,61,null,null,null,null
Adolescent immunizations,2022,27011,Big Stone,Adolescent (19 year old),MenB initiation,50.8,61,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (13 year old),HPV series completion,36.9,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (13 year old),HPV series initiation,60,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (13 year old),MenACWY,73.9,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (13 year old),Tdap,76.9,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (13 year old),Three vaccine series,36.9,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (19 year old),MenACWY booster,67.7,68,null,null,null,null
Adolescent immunizations,2023,27011,Big Stone  ,Adolescent (19 year old),MenB initiation,55.9,68,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (13 year old),HPV series completion,20.7,738,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (13 year old),HPV series initiation,55.6,738,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (13 year old),MenACWY,83.7,738,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (13 year old),Tdap,83.9,738,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (13 year old),Three vaccine series,20.5,738,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (19 year old),MenACWY booster,43.2,848,null,null,null,null
Adolescent immunizations,2018,27013,Blue Earth,Adolescent (19 year old),MenB initiation,2.4,848,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (13 year old),HPV series completion,24.1,840,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (13 year old),HPV series initiation,59.6,840,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (13 year old),MenACWY,81.9,840,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (13 year old),Tdap,82.4,840,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (13 year old),Three vaccine series,23.6,840,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (19 year old),MenACWY booster,47.4,773,null,null,null,null
Adolescent immunizations,2019,27013,Blue Earth,Adolescent (19 year old),MenB initiation,9.4,773,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (13 year old),HPV series completion,22.4,876,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (13 year old),HPV series initiation,58.3,876,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (13 year old),MenACWY,80.3,876,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (13 year old),Tdap,80.6,876,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (13 year old),Three vaccine series,22,876,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (19 year old),MenACWY booster,48.2,789,null,null,null,null
Adolescent immunizations,2020,27013,Blue Earth,Adolescent (19 year old),MenB initiation,20.7,789,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (13 year old),HPV series completion,24.5,919,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (13 year old),HPV series initiation,59.9,919,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (13 year old),MenACWY,76.2,919,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (13 year old),Tdap,77.8,919,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (13 year old),Three vaccine series,24.3,919,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (19 year old),MenACWY booster,57.9,951,null,null,null,null
Adolescent immunizations,2021,27013,Blue Earth,Adolescent (19 year old),MenB initiation,23.9,951,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (13 year old),HPV series completion,25.2,878,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (13 year old),HPV series initiation,59.8,878,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (13 year old),MenACWY,76.4,878,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (13 year old),Tdap,77.3,878,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (13 year old),Three vaccine series,24.8,878,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (19 year old),MenACWY booster,50.6,955,null,null,null,null
Adolescent immunizations,2022,27013,Blue Earth,Adolescent (19 year old),MenB initiation,24.7,955,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (13 year old),HPV series completion,26.6,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (13 year old),HPV series initiation,60.1,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (13 year old),MenACWY,77.8,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (13 year old),Tdap,77.9,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (13 year old),Three vaccine series,25.5,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (19 year old),MenACWY booster,64.2,953,null,null,null,null
Adolescent immunizations,2023,27013,Blue Earth  ,Adolescent (19 year old),MenB initiation,31,953,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (13 year old),HPV series completion,20.3,340,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (13 year old),HPV series initiation,54.1,340,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (13 year old),MenACWY,80.6,340,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (13 year old),Tdap,81.8,340,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (13 year old),Three vaccine series,20,340,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (19 year old),MenACWY booster,53.6,362,null,null,null,null
Adolescent immunizations,2018,27015,Brown,Adolescent (19 year old),MenB initiation,0,362,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (13 year old),HPV series completion,26.8,370,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (13 year old),HPV series initiation,56.5,370,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (13 year old),MenACWY,80,370,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (13 year old),Tdap,82.2,370,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (13 year old),Three vaccine series,26.5,370,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (19 year old),MenACWY booster,61.9,388,null,null,null,null
Adolescent immunizations,2019,27015,Brown,Adolescent (19 year old),MenB initiation,0.3,388,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (13 year old),HPV series completion,28.1,406,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (13 year old),HPV series initiation,60.1,406,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (13 year old),MenACWY,82.3,406,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (13 year old),Tdap,82.3,406,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (13 year old),Three vaccine series,27.6,406,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (19 year old),MenACWY booster,61.7,371,null,null,null,null
Adolescent immunizations,2020,27015,Brown,Adolescent (19 year old),MenB initiation,2.4,371,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (13 year old),HPV series completion,23.2,414,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (13 year old),HPV series initiation,56,414,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (13 year old),MenACWY,75.9,414,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (13 year old),Tdap,75.6,414,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (13 year old),Three vaccine series,23,414,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (19 year old),MenACWY booster,64.6,325,null,null,null,null
Adolescent immunizations,2021,27015,Brown,Adolescent (19 year old),MenB initiation,4.9,325,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (13 year old),HPV series completion,27.8,364,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (13 year old),HPV series initiation,56.3,364,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (13 year old),MenACWY,78,364,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (13 year old),Tdap,77.5,364,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (13 year old),Three vaccine series,27.8,364,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (19 year old),MenACWY booster,66,338,null,null,null,null
Adolescent immunizations,2022,27015,Brown,Adolescent (19 year old),MenB initiation,5,338,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (13 year old),HPV series completion,26.7,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (13 year old),HPV series initiation,56.7,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (13 year old),MenACWY,77.3,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (13 year old),Tdap,77.8,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (13 year old),Three vaccine series,26.1,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (19 year old),MenACWY booster,77.4,345,null,null,null,null
Adolescent immunizations,2023,27015,Brown  ,Adolescent (19 year old),MenB initiation,6.7,345,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (13 year old),HPV series completion,24.4,505,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (13 year old),HPV series initiation,55.4,505,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (13 year old),MenACWY,80.4,505,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (13 year old),Tdap,81.4,505,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (13 year old),Three vaccine series,24,505,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (19 year old),MenACWY booster,48.3,499,null,null,null,null
Adolescent immunizations,2018,27017,Carlton,Adolescent (19 year old),MenB initiation,0.8,499,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (13 year old),HPV series completion,26,561,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (13 year old),HPV series initiation,58.5,561,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (13 year old),MenACWY,82.4,561,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (13 year old),Tdap,83.8,561,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (13 year old),Three vaccine series,25.1,561,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (19 year old),MenACWY booster,50.3,517,null,null,null,null
Adolescent immunizations,2019,27017,Carlton,Adolescent (19 year old),MenB initiation,1.6,517,null,null,null,null
Adolescent immunizations,2020,27017,Carlton,Adolescent (13 year old),HPV series completion,24.7,563,null,null,null,null
